listing_id,room_type,latitude,longitude,host_type,host_id,host_name,,
45235972,Private room,40.75269,-73.87799,primary,200239515,Shogo,,
8.66E+17,Entire home/apt,40.68748086,-73.92100406,primary,450443676,Welcome To Excellent Homes,,
1.09E+18,Entire home/apt,40.76174668,-73.99135264,primary,396845074,Ally,,
10050536,Entire home/apt,40.72843,-73.94531,primary,47554473,Henry Norman,,
9426526,Entire home/apt,40.7649,-73.99485,primary,48866651,Lior,,
48519376,Private room,40.57973,-74.11029,primary,241676154,Maria,,
8.55E+17,Private room,40.77935873,-73.95483257,primary,190154361,Sveta,,
1.09E+18,Private room,40.75602,-73.97221,primary,501999278,RoomPicks,,
7.00E+17,Entire home/apt,40.7855906,-73.9495843,primary,107434423,Blueground,,
26002246,Entire home/apt,40.75934,-73.96075,primary,83786650,Bridge,,
10017561,Entire home/apt,40.74656,-73.9762,primary,50760546,CRNY Monthly Rentals,,
1.00E+18,Entire home/apt,40.8345705,-73.9134069,primary,465866457,Wei,,
14772701,Entire home/apt,40.72059,-73.94268,primary,49704571,Krzysztof,,
45767883,Entire home/apt,40.75822,-73.98019,primary,22541573,Furnished Quarters,,
42770658,Private room,40.6874,-73.91385,primary,19303369,Hiroki,,
27584915,Private room,40.73861,-73.87629,primary,204704622,Momoyo,,
8.62E+17,Private room,40.680567,-73.95390018,primary,3223938,Eugene,,
8.06E+17,Entire home/apt,40.7489783,-73.9765332,primary,107434423,Blueground,,
31556307,Private room,40.74367,-73.90004,primary,137358866,Kaz,,
8.27E+17,Private room,40.69523285,-73.94689035,primary,3223938,Eugene,,
9.69E+17,Private room,40.684,-73.93495,primary,533292672,Kristina,,
51913269,Private room,40.68222,-73.9543,primary,3223938,Eugene,,
1.04E+18,Private room,40.75471677,-73.97986057,primary,484277630,Bugra Han,,
53299373,Private room,40.8425,-73.90542,primary,267272502,MedHousing,,
1.01E+18,Entire home/apt,40.7658315,-73.9568257,primary,162280872,Urban Furnished,,
8.33E+17,Entire home/apt,40.74279574,-73.98664625,primary,496944100,RoomPicks,,
9.92E+17,Private room,40.66939971,-73.98271959,primary,3223938,Eugene,,
9.33E+17,Private room,40.65764295,-73.91653041,primary,456589439,House Lynk,,
8.28E+17,Private room,40.7073979,-73.94935,primary,493207893,Leo,,
53031902,Private room,40.8222,-73.95555,primary,206778021,Vanessa,,
1.06E+18,Hotel room,40.7615,-73.98531,primary,496932087,Reservations,,
52367668,Entire home/apt,40.809887,-73.93061,primary,30283594,Global Luxury Suites,,
6.14E+17,Private room,40.7438,-73.98994,primary,219517861,Sonder (NYC),,
35154803,Private room,40.76487,-73.98119,primary,231281049,The Manhattan Club,,
45846335,Entire home/apt,40.75939,-73.96228,primary,83786650,Bridge,,
1.10E+18,Entire home/apt,40.74891939,-73.98112733,primary,162280872,Urban Furnished,,
8.55E+17,Entire home/apt,40.71016205,-73.82873017,primary,10149317,Lana,,
49895566,Entire home/apt,40.7777024,-73.9522846,primary,107434423,Blueground,,
1.08E+18,Entire home/apt,40.70217916,-73.89205917,primary,397259778,Diego,,
9.84E+17,Private room,40.74043567,-73.90069815,primary,501499086,CrossOver,,
52165147,Entire home/apt,40.74094,-73.99984,primary,113723310,MyNyHousing,,
8.78E+17,Private room,40.67879351,-73.90955538,primary,468947930,Emi,,
19408914,Entire home/apt,40.74809,-73.97565,primary,120762452,Stanley,,
18869545,Entire home/apt,40.76153,-73.99878,primary,9419684,Churchill,,
16332492,Entire home/apt,40.71899,-73.99773,primary,51501835,Jeniffer,,
8.13E+17,Private room,40.71960399,-74.00093965,primary,496944100,RoomPicks,,
8.88E+17,Entire home/apt,40.71722619,-74.00138933,primary,174792040,RoomPicks By Victoria,,
6.88E+17,Private room,40.63443,-73.95092,primary,24273714,Aracelis,,
6.06E+17,Private room,40.65829,-73.94893,primary,3223938,Eugene,,
51615709,Entire home/apt,40.75949,-73.99106,primary,384532776,Nathan,,
1.11E+18,Private room,40.7477,-73.98662,primary,542325136,The Hotel @ Fifth Avenue,,
53939745,Private room,40.72913,-73.95642,primary,307001589,Kristina,,
48334556,Private room,40.75247,-73.78604,primary,2930761,Dee,,
8.17E+17,Private room,40.68955,-73.92786,primary,30532557,Eibhlin,,
46025535,Private room,40.74459,-73.89205,primary,19303369,Hiroki,,
7.91E+17,Private room,40.69728274,-73.97586137,primary,493024482,Outpost Club,,
51868745,Private room,40.72464,-73.85704,primary,19303369,Hiroki,,
5.95E+17,Entire home/apt,40.75262,-73.989752,primary,107434423,Blueground,,
8.21E+17,Entire home/apt,40.77242661,-73.9545517,primary,162280872,Urban Furnished,,
1.01E+18,Entire home/apt,40.7660428,-73.9570781,primary,162280872,Urban Furnished,,
43931225,Private room,40.74662,-73.89256,primary,204704622,Momoyo,,
7.94E+17,Private room,40.74688801,-73.9855325,primary,25138314,RoomPicks By Antony,,
1.08E+18,Private room,40.80289906,-73.95653619,primary,558446111,Tilden,,
6913773,Private room,40.70498,-73.91896,primary,26377263,Dr.Julien,,
6.29E+17,Private room,40.75656,-73.83507,primary,19303369,Hiroki,,
43931448,Private room,40.74803,-73.89769,primary,19303369,Hiroki,,
7.62E+17,Private room,40.8551334,-73.8846573,primary,44851966,Joseph,,
8.33E+17,Entire home/apt,40.74486714,-73.98801298,primary,496944100,RoomPicks,,
6.72E+17,Entire home/apt,40.66999,-73.98058,primary,1339545,Nina,,
45079976,Private room,40.71347,-73.98844,primary,19303369,Hiroki,,
1.10E+18,Entire home/apt,40.75878,-73.9966,primary,9419684,Churchill,,
44376501,Private room,40.67593,-73.95385,primary,345709132,Patrice,,
8.24E+17,Entire home/apt,40.78522518,-73.97332447,primary,424296351,Michael,,
6.38E+17,Private room,40.68495,-73.73226,primary,440233245,Mark,,
1.10E+18,Private room,40.82232567,-73.93912455,primary,200239515,Shogo,,
8.38E+17,Private room,40.57902323,-73.98292725,primary,494585533,Norbert,,
38513011,Entire home/apt,40.68531,-73.95359,primary,21170120,Nina,,
51699905,Entire home/apt,40.7618663,-73.9638512,primary,107434423,Blueground,,
1.06E+18,Entire home/apt,40.74861196,-73.98139362,primary,201938100,Antonio,,
50403442,Private room,40.6914,-73.93302,primary,112901574,Nate,,
43986314,Private room,40.75292,-73.87677,primary,19303369,Hiroki,,
48622379,Private room,40.70446,-74.00544,primary,371972456,Justin,,
24535218,Entire home/apt,40.713833,-74.010242,primary,107434423,Blueground,,
1.07E+18,Entire home/apt,40.6530199,-73.94250648,primary,447283837,Shemi,,
9.84E+17,Entire home/apt,40.7658315,-73.9568257,primary,162280872,Urban Furnished,,
227715,Entire home/apt,40.6805,-73.94885,primary,209460,Marylyn Palmer,,
8.13E+17,Private room,40.72053087,-73.99904017,primary,496944100,RoomPicks,,
29923599,Hotel room,40.76176,-73.97659,primary,220229838,Chamber Hotel,,
1.09E+18,Private room,40.67561,-73.95397,primary,3223938,Eugene,,
7.21E+17,Private room,40.6874908,-73.9319414,primary,546370,Ekaterina,,
1.10E+18,Private room,40.7076914,-73.94842776,primary,559996886,Tilden,,
9.85E+17,Private room,40.68381615,-73.93535304,primary,533292672,Kristina,,
7.42E+17,Private room,40.74351,-73.88822,primary,204704622,Momoyo,,
1.10E+18,Entire home/apt,40.75878,-73.9966,primary,95459395,Bluebird,,
13891485,Entire home/apt,40.70549,-74.00769,primary,22541573,Furnished Quarters,,
8.88E+17,Private room,40.81433191,-73.94431804,primary,305240193,June,,
47210461,Entire home/apt,40.7552873,-73.9678204,primary,107434423,Blueground,,
9.43E+17,Entire home/apt,40.64868,-73.94515,primary,33817836,Eric,,
43311037,Entire home/apt,40.71868,-73.99371,primary,51548122,Jeniffer,,
37634311,Private room,40.74341,-73.99193,primary,220574429,Juliana,,
7.97E+17,Private room,40.75478925,-73.98002852,primary,484277630,Bugra Han,,
6.61E+17,Entire home/apt,40.775,-73.94933,primary,22541573,Furnished Quarters,,
51565266,Entire home/apt,40.68482,-73.91961,primary,417740213,Jade,,
9.33E+17,Entire home/apt,40.66745769,-73.92460623,primary,456589439,House Lynk,,
1.04E+18,Private room,40.76378,-73.97635,primary,496932087,Reservations,,
9.83E+17,Private room,40.7456565,-73.9070911,primary,501499086,CrossOver,,
9.12E+17,Entire home/apt,40.76545,-73.98162,primary,2867137,Avi,,
41295300,Private room,40.7634,-73.86871,primary,295247374,Rafael,,
9.61E+17,Private room,40.759431,-73.974949,primary,326084746,Suiteness,,
9.45E+17,Entire home/apt,40.73437841,-73.99292919,primary,17775359,Rove,,
7.05E+17,Entire home/apt,40.7604361,-73.968523,primary,107434423,Blueground,,
8.21E+17,Entire home/apt,40.7193634,-73.985112,primary,162280872,Urban Furnished,,
1.10E+18,Private room,40.67979898,-73.94460793,primary,293264001,Anastasia,,
5.12E+17,Private room,40.62177,-74.02306,primary,432233993,Bruce,,
45370387,Private room,40.70107,-73.90538,primary,3223938,Eugene,,
48587319,Private room,40.76225,-73.97647,primary,219517861,Sonder (NYC),,
49670100,Private room,40.67892,-73.93489,primary,55922753,Jessica,,
5536824,Entire home/apt,40.74186,-73.98304,primary,24715671,Julia,,
53608127,Private room,40.74619,-73.98689,primary,401202937,Eliza,,
5.78E+17,Private room,40.68844,-73.94382,primary,368147160,Alex,,
6.29E+17,Private room,40.76059,-73.93169,primary,3223938,Eugene,,
46787942,Entire home/apt,40.74858,-73.97724,primary,120762452,Stanley,,
11552749,Entire home/apt,40.76411,-73.99371,primary,51501835,Jeniffer,,
7.69E+17,Entire home/apt,40.67864,-73.91162,primary,87639559,Jemar Ira,,
43044085,Entire home/apt,40.75293,-73.93522,primary,33320745,Daniel,,
52324031,Entire home/apt,40.79576,-73.97157,primary,395671107,Esplanade 99,,
7.52E+17,Private room,40.74116686,-73.81716198,primary,284126288,Xin,,
39584286,Private room,40.67995,-73.94541,primary,293264001,Anastasia,,
7.25E+17,Private room,40.75142,-73.98049,primary,219517861,Sonder (NYC),,
8.09E+17,Entire home/apt,40.75327083,-73.97176975,primary,442029804,Live Suite,,
1.01E+18,Private room,40.64503656,-73.95669424,primary,305240193,June,,
7.34E+17,Private room,40.79976,-73.93536,primary,28260018,Bp Stays.,,
6.04E+17,Private room,40.70496,-73.93606,primary,123527938,Victor,,
1.05E+18,Entire home/apt,40.7330743,-74.0056167,primary,107434423,Blueground,,
9.05E+17,Private room,40.752839,-73.98095,primary,326084746,Suiteness,,
39920510,Entire home/apt,40.75577,-73.96589,primary,61391963,Stay With Vibe,,
51411254,Entire home/apt,40.72112,-73.99289,primary,158969505,Untitled,,
10452,Private room,40.68294,-73.95682,primary,35935,Angela,,
48055938,Entire home/apt,40.76991,-73.95705,primary,22541573,Furnished Quarters,,
7.76E+17,Entire home/apt,40.73438,-73.98564,primary,384559808,Best Inns USA,,
1.03E+18,Entire home/apt,40.80382914,-73.96489025,primary,40523974,Yael,,
9.81E+17,Entire home/apt,40.76091,-73.96178,primary,412467812,Maison,,
9.52E+17,Private room,40.68833,-73.92075,primary,3223938,Eugene,,
7.89E+17,Entire home/apt,40.74699633,-73.94729063,primary,491198242,Mauricio Mateo,,
43330828,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
8.98E+17,Private room,40.68895,-73.93567,primary,124028462,Outpost Club,,
53591645,Private room,40.76699,-73.92317,primary,74488815,Karen,,
8.48E+17,Private room,40.75208095,-73.93150062,primary,505240543,Jamerson,,
8630185,Private room,40.72006,-73.95467,primary,28709982,Sidiq,,
27359696,Private room,40.66963,-73.87714,primary,47782497,Roberto,,
52026028,Entire home/apt,40.69236374,-73.99559021,primary,399865453,Fenix,,
51889729,Private room,40.72465,-73.85892,primary,204704622,Momoyo,,
8.09E+17,Entire home/apt,40.75381294,-73.97294024,primary,442029804,Live Suite,,
8.44E+17,Private room,40.80409278,-73.96610516,primary,305240193,June,,
30387838,Entire home/apt,40.729222,-74.002791,primary,107434423,Blueground,,
52553457,Entire home/apt,40.76352,-73.97554,primary,423873487,Shoreham,,
6.25E+17,Entire home/apt,40.75239,-73.97001,primary,458591926,Menachem,,
8.64E+17,Entire home/apt,40.64664959,-73.89684289,primary,2219255,Natalie,,
8.56E+17,Entire home/apt,40.76538191,-73.95779775,primary,2119276,Urban Furnished,,
7.73E+17,Entire home/apt,40.7139379,-73.9622376,primary,107434423,Blueground,,
50899124,Entire home/apt,40.73037,-73.97997,primary,165776960,Raanan,,
46788013,Entire home/apt,40.74982,-73.97566,primary,120762452,Stanley,,
54004813,Private room,40.86411,-73.92283,primary,200239515,Shogo,,
44798876,Private room,40.67342,-73.91501,primary,143513836,Elisabeth,,
12606349,Entire home/apt,40.78965,-73.94329,primary,9293730,Inna,,
22972832,Entire home/apt,40.75838,-73.83306,primary,161899037,Tony,,
9.97E+17,Private room,40.74902586,-73.87425667,primary,501499086,CrossOver,,
8.01E+17,Entire home/apt,40.7750725,-73.9886498,primary,107434423,Blueground,,
8.12E+17,Entire home/apt,40.72991667,-73.98741833,primary,303771161,Jonathan,,
8.66E+17,Entire home/apt,40.6872,-73.91904,primary,450443676,Welcome To Excellent Homes,,
9.59E+17,Entire home/apt,40.75558227,-73.98107146,primary,448326434,Boomerang,,
42704243,Entire home/apt,40.7677879,-73.991741,primary,107434423,Blueground,,
5.69E+17,Entire home/apt,40.79773,-73.93506,primary,421007927,Danilo,,
5.69E+17,Entire home/apt,40.7251091,-73.98831177,primary,162280872,Urban Furnished,,
50214010,Private room,40.73825,-73.92568,primary,19303369,Hiroki,,
9.54E+17,Private room,40.83041,-73.87659,primary,429935341,Criss,,
45456352,Entire home/apt,40.7615,-73.99681,primary,307197943,New York,,
1.08E+18,Private room,40.80491333,-73.956454,primary,558446111,Tilden,,
8.21E+17,Entire home/apt,40.77242661,-73.9545517,primary,162280872,Urban Furnished,,
9.59E+17,Entire home/apt,40.75553,-73.98299,primary,448326434,Boomerang,,
4632795,Private room,40.78633,-73.97241,primary,3250450,Petya,,
1.04E+18,Private room,40.71777,-73.95872,primary,3223938,Eugene,,
8.36E+17,Private room,40.72722019,-73.98603718,primary,305240193,June,,
8.24E+17,Entire home/apt,40.67918901,-73.89311592,primary,136024214,Gabriel,,
1.04E+18,Entire home/apt,40.8222941,-73.9452383,primary,421089506,Ny,,
1.05E+18,Entire home/apt,40.76969,-73.95859,primary,61391963,Stay With Vibe,,
1.04E+18,Private room,40.66982,-73.983,primary,3223938,Eugene,,
1.10E+18,Private room,40.8479205,-73.9312978,primary,563245673,Radio Hotel,,
42738424,Entire home/apt,40.74882,-73.98012,primary,113723310,MyNyHousing,,
5.34E+17,Private room,40.8137357,-73.96109233,primary,305240193,June,,
6.40E+17,Private room,40.69967,-73.94037,primary,401709949,Daniela & James,,
51889396,Private room,40.72581,-73.8587,primary,204704622,Momoyo,,
51868685,Private room,40.72436,-73.85759,primary,19303369,Hiroki,,
9.10E+17,Entire home/apt,40.7442,-73.97178,primary,415840703,Anyplace,,
1.05E+18,Private room,40.69082353,-73.92628676,primary,551125362,Daniel,,
1.01E+18,Entire home/apt,40.73012095,-73.97806902,primary,533234561,Tina,,
53410940,Entire home/apt,40.72296,-73.99299,primary,158969505,Untitled,,
8.33E+17,Private room,40.68182,-73.98495,primary,496944100,RoomPicks,,
27299275,Entire home/apt,40.74857,-73.82952,primary,158181451,Sophia,,
6.34E+17,Entire home/apt,40.7448909,-73.9568403,primary,107434423,Blueground,,
26131794,Entire home/apt,40.75107,-73.9781,primary,61391963,Stay With Vibe,,
34312163,Private room,40.56005859,-74.11898041,primary,95570540,Ilene,,
8.14E+17,Private room,40.7209894,-74.00117531,primary,496944100,RoomPicks,,
8.24E+17,Entire home/apt,40.77199854,-73.9533883,primary,424296351,Michael,,
8055778,Private room,40.68886,-73.92871,primary,40176101,Brady,,
1.02E+18,Private room,40.69439775,-73.91226948,primary,543459877,Kristina,,
7788565,Private room,40.705,-73.91731,primary,26377263,Dr.Julien,,
1.07E+18,Entire home/apt,40.76898801,-73.96780545,primary,399865453,Fenix,,
1.10E+18,Entire home/apt,40.76153,-73.99878,primary,9419684,Churchill,,
8.21E+17,Entire home/apt,40.77093506,-73.9575882,primary,162280872,Urban Furnished,,
9.29E+17,Private room,40.75021615,-73.97757036,primary,523872574,Kristina,,
45341673,Entire home/apt,40.7056,-74.00878,primary,107434423,Blueground,,
52551976,Entire home/apt,40.7618,-73.97579,primary,423873487,Shoreham,,
14963736,Entire home/apt,40.76411,-73.99371,primary,51501835,Jeniffer,,
14928996,Private room,40.71289,-73.96265,primary,32545798,Sasha,,
9.49E+17,Private room,40.760894,-73.9694874,primary,215565541,LuxUrban,,
51868809,Private room,40.72567,-73.85893,primary,19303369,Hiroki,,
8.46E+17,Private room,40.65286647,-73.95801958,primary,3223938,Eugene,,
8.36E+17,Hotel room,40.76547839,-73.99502967,primary,496944100,RoomPicks,,
5.49E+17,Entire home/apt,40.78421,-73.95113,primary,384532776,Nathan,,
9.79E+17,Private room,40.75646774,-73.97810033,primary,428576478,Ryan,,
48467225,Entire home/apt,40.73248,-73.98549,primary,384559808,Best Inns USA,,
51889217,Private room,40.7243,-73.85758,primary,200239515,Shogo,,
46062116,Entire home/apt,40.77918,-73.95013,primary,2867137,Avi,,
1.07E+18,Private room,40.70043963,-73.93889521,primary,502141479,Eibhlin,,
5.83E+17,Private room,40.70205,-73.90264,primary,443243931,Alex,,
16812429,Private room,40.80716705,-73.95064545,primary,1261480,Doungrat,,
1.10E+18,Private room,40.81218,-73.94304,primary,28260018,Bp Stays.,,
7.41E+17,Entire home/apt,40.70601,-74.01671,primary,22541573,Furnished Quarters,,
43251517,Private room,40.673,-73.98757,primary,341908723,Aleph,,
8.78E+17,Private room,40.76508319,-73.97648858,primary,176950173,Aka,,
49228423,Private room,40.80039,-73.9575,primary,305240193,June,,
1.10E+18,Entire home/apt,40.75878,-73.9966,primary,9419684,Churchill,,
7.67E+17,Private room,40.75867,-73.9947,primary,401277068,Yotel New York,,
1.06E+18,Private room,40.69304,-73.94411,primary,502685591,Usquire,,
8.29E+17,Private room,40.80264,-73.95851,primary,305240193,June,,
1.07E+18,Entire home/apt,40.789855,-73.973142,primary,107434423,Blueground,,
14195437,Private room,40.74684,-73.89205,primary,3250450,Petya,,
8.94E+17,Entire home/apt,40.79334103,-73.96536008,primary,415840703,Anyplace,,
1.06E+18,Entire home/apt,40.76153,-73.99878,primary,95459395,Bluebird,,
46797041,Private room,40.74303,-73.89592,primary,19303369,Hiroki,,
30392780,Entire home/apt,40.75262,-73.989752,primary,107434423,Blueground,,
49439946,Private room,40.76217,-73.983,primary,397872858,M,,
1.04E+18,Private room,40.71441131,-74.00861214,primary,496932087,Reservations,,
9.65E+17,Private room,40.70115,-73.90558,primary,3223938,Eugene,,
8.36E+17,Hotel room,40.76398922,-73.99526361,primary,496944100,RoomPicks,,
5.18E+17,Private room,40.63052,-74.10387,primary,241676154,Maria,,
18430588,Private room,40.82366,-73.94514,primary,63417081,Devon,,
30156697,Entire home/apt,40.73275,-74.00549,primary,27636707,Gaia&Pietro,,
9.85E+17,Entire home/apt,40.7131588,-73.9613077,primary,399865453,Fenix,,
9.47E+17,Private room,40.7456565,-73.9070911,primary,501499086,CrossOver,,
53292368,Private room,40.7592,-73.8203,primary,200239515,Shogo,,
1.09E+18,Entire home/apt,40.74479942,-73.9759912,primary,424296351,Michael,,
45698750,Entire home/apt,40.70492,-74.0164,primary,219517861,Sonder (NYC),,
8.99E+17,Private room,40.73804974,-73.87860311,primary,19303369,Hiroki,,
9.29E+17,Private room,40.74910944,-73.97753427,primary,523872574,Kristina,,
7.98E+17,Private room,40.76040099,-73.98960755,primary,305240193,June,,
53441894,Entire home/apt,40.76306,-73.99208,primary,2119276,Urban Furnished,,
15314054,Entire home/apt,40.78058,-73.98098,primary,836168,Henry,,
8.88E+17,Private room,40.67294379,-73.93218942,primary,3223938,Eugene,,
9.33E+17,Private room,40.65762,-73.91567,primary,456589439,House Lynk,,
48602318,Entire home/apt,40.74875,-73.97736,primary,120762452,Stanley,,
5.69E+17,Entire home/apt,40.74514,-73.98489,primary,22541573,Furnished Quarters,,
9.05E+17,Private room,40.76157,-73.98084,primary,25138314,RoomPicks By Antony,,
9.85E+17,Entire home/apt,40.799891,-73.9619965,primary,40385488,Address In NYC,,
49856007,Private room,40.69842,-73.94287,primary,401709949,Daniela & James,,
9.46E+17,Private room,40.740872,-73.9018185,primary,501499086,CrossOver,,
7.11E+17,Private room,40.79202,-73.93882,primary,478513445,Santiago,,
6.11E+17,Private room,40.68842,-73.91899,primary,3223938,Eugene,,
9.78E+17,Private room,40.68513,-73.99214,primary,302903408,Bond Townhouse,,
7.92E+17,Private room,40.70861,-73.95766,primary,417275418,Mia,,
8.38E+17,Private room,40.68968336,-73.91888009,primary,3223938,Eugene,,
6.45E+17,Shared room,40.71917,-73.79031,primary,417806601,Seabelo,,
3636601,Entire home/apt,40.74844,-73.99665,primary,7245581,Michael,,
8.29E+17,Entire home/apt,40.73035407,-73.98414233,primary,2119276,Urban Furnished,,
6.37E+17,Private room,40.73828,-73.92182,primary,19303369,Hiroki,,
7.15E+17,Private room,40.76473561,-73.97738301,primary,475709628,Bruce,,
34023411,Entire home/apt,40.60335,-73.97547,primary,6752504,Ella,,
53290053,Private room,40.7442,-73.88995,primary,200239515,Shogo,,
1.10E+18,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
8.21E+17,Entire home/apt,40.77242661,-73.9545517,primary,162280872,Urban Furnished,,
1.06E+18,Entire home/apt,40.7596877,-73.9909796,primary,35491667,Nat,,
43315188,Entire home/apt,40.71805,-73.9946,primary,51548122,Jeniffer,,
8.13E+17,Entire home/apt,40.75121077,-73.98458507,primary,496932087,Reservations,,
1.00E+18,Entire home/apt,40.7594614,-73.9712201,primary,107434423,Blueground,,
26271688,Private room,40.7365,-73.92049,primary,137358866,Kaz,,
1.07E+18,Private room,40.68810794,-73.91246249,primary,238688543,Sharon,,
43053403,Private room,40.76206,-73.91755,primary,204704622,Momoyo,,
9.28E+17,Entire home/apt,40.80686244,-73.94698957,primary,4852748,Michelle,,
7.97E+17,Private room,40.70914,-73.82787,primary,10149317,Lana,,
22100970,Entire home/apt,40.74267,-73.98003,primary,61391963,Stay With Vibe,,
1.11E+18,Private room,40.7477,-73.98662,primary,542325136,The Hotel @ Fifth Avenue,,
50688922,Entire home/apt,40.7574596,-73.9793586,primary,107434423,Blueground,,
7.87E+17,Entire home/apt,40.7214556,-73.9944242,primary,399865453,Fenix,,
9.85E+17,Entire home/apt,40.73768,-73.99877,primary,266380288,Rachel,,
6.30E+17,Private room,40.7566,-73.83491,primary,200239515,Shogo,,
46737044,Private room,40.74507,-73.8337,primary,45600001,Amy,,
35149180,Private room,40.69868,-73.98594,primary,262224408,NU Hotel,,
5.48E+17,Private room,40.70456,-73.90391,primary,3223938,Eugene,,
9278192,Private room,40.74566,-73.88326,primary,48183551,Carlos,,
9.46E+17,Entire home/apt,40.72758269,-73.98036126,primary,292630,Mich,,
6.92E+17,Private room,40.84947,-73.92881,primary,204704622,Momoyo,,
49053546,Private room,40.7991,-73.96137,primary,305240193,June,,
6.08E+17,Private room,40.77207,-73.92856,primary,19303369,Hiroki,,
39732310,Entire home/apt,40.75190269,-73.93945483,primary,305387117,UltraDiamond,,
46673031,Private room,40.80005,-73.95907,primary,305240193,June,,
27491585,Private room,40.6385,-74.0022,primary,193502084,Linda,,
7.77E+17,Entire home/apt,40.69875,-73.91391,primary,19758179,Telmo,,
6.93E+17,Private room,40.67519,-73.94258,primary,83143535,Michelle,,
8.37E+17,Entire home/apt,40.75908029,-73.99557196,primary,307197943,New York,,
1.09E+18,Private room,40.7656008,-73.9971176,primary,501999278,RoomPicks,,
1.07E+18,Entire home/apt,40.76473422,-73.98819119,primary,27181542,JT Urban,,
44164449,Entire home/apt,40.74476,-73.97223,primary,2867137,Avi,,
9.96E+17,Private room,40.76392742,-73.99686555,primary,376877842,Ink48 Hotel,,
9.30E+17,Entire home/apt,40.64838935,-73.94516032,primary,33817836,Eric,,
8.19E+17,Entire home/apt,40.6611157,-73.99425238,primary,445492801,Nicole,,
1.08E+18,Entire home/apt,40.74943052,-74.00387379,primary,17775359,Rove,,
1.10E+18,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
37908313,Entire home/apt,40.76385,-73.98711,primary,276878527,Fad,,
27529129,Private room,40.63835,-74.00202,primary,193502084,Linda,,
7.01E+17,Private room,40.69032,-73.91209,primary,476583892,Gus,,
7.38E+17,Private room,40.6517,-73.95196,primary,3223938,Eugene,,
37250030,Entire home/apt,40.80145,-73.95748,primary,48593753,Georgia,,
9.54E+17,Private room,40.74545372,-73.98965998,primary,501999278,RoomPicks,,
18787858,Entire home/apt,40.74951,-73.97545,primary,120762452,Stanley,,
9.33E+17,Private room,40.68886758,-73.9386106,primary,525109336,Leyla,,
9.60E+17,Entire home/apt,40.7707911,-73.9575008,primary,162280872,Urban Furnished,,
8.36E+17,Private room,40.70739809,-74.00884185,primary,197053492,Mint House At 70 Pine,,
1.02E+18,Private room,40.77396372,-73.77123816,primary,401937392,Jessica,,
45449320,Entire home/apt,40.74631,-73.99206,primary,22541573,Furnished Quarters,,
47042470,Entire home/apt,40.706625,-74.0114241,primary,107434423,Blueground,,
8.67E+17,Private room,40.76060242,-73.9850359,primary,501999278,RoomPicks,,
12091679,Entire home/apt,40.78392,-73.97362,primary,61391963,Stay With Vibe,,
45957861,Entire home/apt,40.75197,-73.93701,primary,33320745,Daniel,,
19382819,Entire home/apt,40.76947,-73.95647,primary,9293730,Inna,,
14838161,Entire home/apt,40.71959,-73.99701,primary,51501835,Jeniffer,,
53415368,Entire home/apt,40.78,-73.98185,primary,5615582,RoomPicks,,
1.01E+18,Private room,40.70388774,-73.90927521,primary,476218709,Kristina,,
8.01E+17,Private room,40.68193664,-73.91849881,primary,32368779,Emma,,
9.76E+17,Private room,40.71888,-74.00051,primary,501999278,RoomPicks,,
1.09E+18,Private room,40.68822202,-73.9360082,primary,124028462,Outpost Club,,
8.10E+17,Private room,40.70518,-73.81965,primary,483205753,Sabitrie,,
7.67E+17,Private room,40.74818,-73.98767,primary,25138314,RoomPicks By Antony,,
22376093,Entire home/apt,40.71455,-73.93952,primary,24273714,Aracelis,,
41670313,Private room,40.74134,-73.88844,primary,169413988,Vickie,,
9.89E+17,Entire home/apt,40.67720359,-73.89451119,primary,136024214,Gabriel,,
1.02E+18,Entire home/apt,40.7413796,-73.9779983,primary,107434423,Blueground,,
1.01E+18,Private room,40.79227761,-73.93935921,primary,478513445,Santiago,,
6.51E+17,Entire home/apt,40.7214556,-73.9944242,primary,399865453,Fenix,,
8.79E+17,Private room,40.69817013,-73.92866366,primary,3223938,Eugene,,
53150666,Entire home/apt,40.809887,-73.93061,primary,30283594,Global Luxury Suites,,
51610857,Entire home/apt,40.7618663,-73.9638512,primary,107434423,Blueground,,
5.55E+17,Private room,40.70208,-73.90243,primary,443243931,Alex,,
1.10E+18,Private room,40.70096,-73.94077,primary,284337887,Eibhlin,,
54137625,Private room,40.7024,-73.88986,primary,3223938,Eugene,,
5.90E+17,Private room,40.68465,-73.95655,primary,3223938,Eugene,,
51770005,Private room,40.75866,-73.96812,primary,49108760,Blue Angel Hotel,,
7.75E+17,Entire home/apt,40.78861392,-73.97284076,primary,393897747,Stay And Smile,,
6.60E+17,Private room,40.74449,-73.90319,primary,204704622,Momoyo,,
52529887,Private room,40.79566,-73.97113,primary,395671107,Esplanade 99,,
1.10E+18,Entire home/apt,40.76153,-73.99878,primary,30283594,Global Luxury Suites,,
22082903,Entire home/apt,40.80643,-73.94931,primary,156047478,Doron,,
1.07E+18,Private room,40.69582,-73.94572,primary,3223938,Eugene,,
17554981,Entire home/apt,40.79815,-73.96232,primary,5162192,Amy,,
